,doc_id,token,token_order,lemma,ent_type,tag,dep,pos,is_stop,is_alpha,is_digit,is_punct
8,2,liter,8,liter,,NN,npadvmod,NOUN,False,True,False,False
9,2,and,9,and,,CC,cc,CCONJ,True,True,False,False
10,2,dilaudid,10,dilaudid,,VBD,conj,VERB,False,True,False,False
11,2,1,11,1,CARDINAL,CD,nummod,NUM,False,False,True,False
12,2,mg,12,mg,,NNP,npadvmod,PROPN,False,True,False,False
13,2,IV,13,IV,,NNP,npadvmod,PROPN,False,True,False,False
14,2,x,14,x,,SYM,punct,SYM,False,True,False,False
15,2,3,15,3,CARDINAL,CD,dobj,NUM,False,False,True,False
16,2,.,16,.,,.,punct,PUNCT,False,False,False,True
0,3,",",0,",",,",",punct,PUNCT,False,False,False,True
1,3,Again,1,again,,RB,advmod,ADV,True,True,False,False
2,3,seen,2,see,,VBN,csubj,VERB,False,True,False,False
3,3,is,3,be,,VBZ,ROOT,AUX,True,True,False,False
4,3,diffuse,4,diffuse,,NN,nmod,NOUN,False,True,False,False
5,3,increased,5,increase,,VBN,amod,VERB,False,True,False,False
6,3,density,6,density,,NN,attr,NOUN,False,True,False,False
7,3,of,7,of,,IN,prep,ADP,True,True,False,False
8,3,the,8,the,,DT,det,DET,True,True,False,False
9,3,bones,9,bone,,NNS,pobj,NOUN,False,True,False,False
10,3,",",10,",",,",",punct,PUNCT,False,False,False,True
11,3,likely,11,likely,,RB,advmod,ADV,False,True,False,False
12,3,related,12,relate,,VBN,acl,VERB,False,True,False,False
13,3,to,13,to,,IN,prep,ADP,True,True,False,False
14,3,the,14,the,,DT,det,DET,True,True,False,False
15,3,patient,15,patient,,NN,poss,NOUN,False,True,False,False
16,3,'s,16,'s,,POS,case,PART,True,False,False,False
17,3,sickle,17,sickle,,NN,amod,NOUN,False,True,False,False
18,3,cell,18,cell,,NN,pobj,NOUN,False,True,False,False
19,3,.,19,.,,.,punct,PUNCT,False,False,False,True
0,4,",",0,",",,",",punct,PUNCT,False,False,False,True
1,4,Findings,1,finding,GPE,NNS,nsubj,NOUN,False,True,False,False
2,4,areall,2,areall,,VBP,ROOT,VERB,False,True,False,False
3,4,consistent,3,consistent,,JJ,oprd,ADJ,False,True,False,False
4,4,with,4,with,,IN,prep,ADP,True,True,False,False
5,4,bone,5,bone,,NN,compound,NOUN,False,True,False,False
6,4,infarcts,6,infarct,,NNS,pobj,NOUN,False,True,False,False
7,4,consistent,7,consistent,,JJ,amod,ADJ,False,True,False,False
8,4,with,8,with,,IN,prep,ADP,True,True,False,False
9,4,the,9,the,,DT,det,DET,True,True,False,False
10,4,patient,10,patient,,NN,poss,NOUN,False,True,False,False
11,4,'s,11,'s,,POS,case,PART,True,False,False,False
12,4,known,12,known,,JJ,amod,ADJ,False,True,False,False
13,4,diagnosis,13,diagnosis,,NN,pobj,NOUN,False,True,False,False
14,4,of,14,of,,IN,prep,ADP,True,True,False,False
15,4,sickle,15,sickle,,JJ,amod,ADJ,False,True,False,False
16,4,cell,16,cell,,NN,compound,NOUN,False,True,False,False
17,4,anemia,17,anemia,,NN,pobj,NOUN,False,True,False,False
18,4,.,18,.,,.,punct,PUNCT,False,False,False,True
0,5,",",0,",",,",",punct,PUNCT,False,False,False,True
1,5,#,1,#,,$,nmod,SYM,False,False,False,True
2,5,Sickle,2,Sickle,,NNP,compound,PROPN,False,True,False,False
3,5,cell,3,cell,,NN,compound,NOUN,False,True,False,False
4,5,disease,4,disease,,NN,nmod,NOUN,False,True,False,False
5,5,/,5,/,,SYM,punct,SYM,False,False,False,True
6,5,Acute,6,Acute,,NNP,compound,PROPN,False,True,False,False
7,5,Chest,7,Chest,,NNP,compound,PROPN,False,True,False,False
8,5,Syndrome,8,Syndrome,,NNP,dep,PROPN,False,True,False,False
9,5,:,9,:,,:,punct,PUNCT,False,False,False,True
10,5,The,10,the,,DT,det,DET,True,True,False,False
11,5,patient,11,patient,,NN,nsubj,NOUN,False,True,False,False
12,5,presented,12,present,,VBD,ROOT,VERB,False,True,False,False
13,5,with,13,with,,IN,prep,ADP,True,True,False,False
14,5,severe,14,severe,,JJ,amod,ADJ,False,True,False,False
15,5,pain,15,pain,,NN,pobj,NOUN,False,True,False,False
16,5,.,16,.,,.,punct,PUNCT,False,False,False,True
0,6,",",0,",",,",",punct,PUNCT,False,False,False,True
1,6,The,1,the,,DT,det,DET,True,True,False,False
2,6,patient,2,patient,,NN,nsubjpass,NOUN,False,True,False,False
3,6,was,3,be,,VBD,auxpass,AUX,True,True,False,False
4,6,treated,4,treat,,VBN,ROOT,VERB,False,True,False,False
5,6,with,5,with,,IN,prep,ADP,True,True,False,False
6,6,oxygen,6,oxygen,,NN,pobj,NOUN,False,True,False,False
7,6,",",7,",",,",",punct,PUNCT,False,False,False,True
8,6,IV,8,IV,GPE,NNP,compound,PROPN,False,True,False,False
9,6,fluids,9,fluid,,NNS,npadvmod,NOUN,False,True,False,False
10,6,",",10,",",,",",punct,PUNCT,False,False,False,True
11,6,and,11,and,,CC,cc,CCONJ,True,True,False,False
12,6,IV,12,IV,,NNP,compound,PROPN,False,True,False,False
13,6,Dilaudid,13,Dilaudid,,NNP,conj,PROPN,False,True,False,False
14,6,for,14,for,,IN,prep,ADP,True,True,False,False
15,6,presumed,15,presume,,VBN,amod,VERB,False,True,False,False
16,6,vaso,16,vaso,,NN,amod,NOUN,False,True,False,False
17,6,-,17,-,,HYPH,punct,PUNCT,False,False,False,True
18,6,occlusive,18,occlusive,,JJ,amod,ADJ,False,True,False,False
19,6,pain,19,pain,,NN,compound,NOUN,False,True,False,False
20,6,crisis,20,crisis,,NN,pobj,NOUN,False,True,False,False
21,6,.,21,.,,.,punct,PUNCT,False,False,False,True
0,7,",",0,",",,",",punct,PUNCT,False,False,False,True
1,7,In,1,in,,IN,prep,ADP,True,True,False,False
2,7,the,2,the,,DT,det,DET,True,True,False,False
3,7,MICU,3,MICU,,NNP,pobj,PROPN,False,True,False,False
4,7,",",4,",",,",",punct,PUNCT,False,False,False,True
5,7,given,5,give,,VBN,prep,VERB,False,True,False,False
6,7,the,6,the,,DT,det,DET,True,True,False,False
7,7,patient,7,patient,,NN,poss,NOUN,False,True,False,False
8,7,'s,8,'s,,POS,case,PART,True,False,False,False
9,7,high,9,high,,JJ,amod,ADJ,False,True,False,False
10,7,-,10,-,,HYPH,punct,PUNCT,False,False,False,True
11,7,grade,11,grade,,NN,compound,NOUN,False,True,False,False
12,7,hemolysis,12,hemolysis,,NN,pobj,NOUN,False,True,False,False
13,7,and,13,and,,CC,cc,CCONJ,True,True,False,False
14,7,acute,14,acute,,JJ,amod,ADJ,False,True,False,False
15,7,chest,15,chest,,NN,compound,NOUN,False,True,False,False
16,7,syndrome,16,syndrome,,NN,conj,NOUN,False,True,False,False
17,7,she,17,she,,PRP,nsubj,PRON,True,True,False,False
18,7,underwent,18,undergo,,VBD,ROOT,VERB,False,True,False,False
19,7,exchange,19,exchange,,NN,compound,NOUN,False,True,False,False
20,7,transfusion,20,transfusion,,NN,dobj,NOUN,False,True,False,False
21,7,on,21,on,,IN,prep,ADP,True,True,False,False
22,7,[,22,[,,-LRB-,punct,PUNCT,False,False,False,True
23,7,*,23,*,,NFP,punct,PUNCT,False,False,False,True
24,7,*,24,*,,NFP,punct,PUNCT,False,False,False,True
25,7,2129,25,2129,DATE,CD,pobj,NUM,False,False,True,False
26,7,-,26,-,DATE,SYM,punct,SYM,False,False,False,True
27,7,3,27,3,DATE,CD,prep,NUM,False,False,True,False
28,7,-,28,-,DATE,HYPH,punct,PUNCT,False,False,False,True
29,7,10,29,10,DATE,CD,prep,NUM,False,False,True,False
30,7,*,30,*,,NFP,punct,PUNCT,False,False,False,True
31,7,*,31,*,,NFP,punct,PUNCT,False,False,False,True
32,7,],32,],,-RRB-,punct,PUNCT,False,False,False,True
33,7,with,33,with,,IN,prep,ADP,True,True,False,False
34,7,a,34,a,,DT,det,DET,True,True,False,False
35,7,total,35,total,,NN,pobj,NOUN,False,True,False,False
36,7,of,36,of,,IN,prep,ADP,True,True,False,False
37,7,6,37,6,CARDINAL,CD,nummod,NUM,False,False,True,False
38,7,units,38,unit,,NNS,pobj,NOUN,False,True,False,False
39,7,of,39,of,,IN,prep,ADP,True,True,False,False
40,7,PRBC,40,PRBC,ORG,NNP,pobj,PROPN,False,True,False,False
41,7,'s,41,'s,,POS,case,PART,True,False,False,False
42,7,infused,42,infuse,,VBN,acl,VERB,False,True,False,False
43,7,",",43,",",,",",punct,PUNCT,False,False,False,True
44,7,with,44,with,,IN,prep,ADP,True,True,False,False
45,7,a,45,a,,DT,det,DET,True,True,False,False
46,7,goal,46,goal,,NN,pobj,NOUN,False,True,False,False
47,7,of,47,of,,IN,prep,ADP,True,True,False,False
48,7,getting,48,get,,VBG,pcomp,VERB,False,True,False,False
49,7,her,49,her,,PRP$,poss,PRON,True,True,False,False
50,7,hemoglobin,50,hemoglobin,,NN,compound,NOUN,False,True,False,False
51,7,S,51,S,,NNP,compound,PROPN,False,True,False,False
52,7,concentration,52,concentration,,NN,dobj,NOUN,False,True,False,False
53,7,under,53,under,PERCENT,IN,prep,ADP,True,True,False,False
54,7,30,54,30,PERCENT,CD,nummod,NUM,False,False,True,False
55,7,%,55,%,PERCENT,NN,pobj,NOUN,False,False,False,True
56,7,.,56,.,,.,punct,PUNCT,False,False,False,True
0,8,",",0,",",,",",punct,PUNCT,False,False,False,True
1,8,The,1,the,,DT,det,DET,True,True,False,False
2,8,patient,2,patient,,NN,nsubj,NOUN,False,True,False,False
3,8,had,3,have,,VBD,ROOT,VERB,True,True,False,False
4,8,a,4,a,,DT,det,DET,True,True,False,False
5,8,lot,5,lot,,NN,dobj,NOUN,False,True,False,False
6,8,of,6,of,,IN,prep,ADP,True,True,False,False
7,8,difficulty,7,difficulty,,NN,pobj,NOUN,False,True,False,False
8,8,with,8,with,,IN,prep,ADP,True,True,False,False
9,8,pain,9,pain,,NN,compound,NOUN,False,True,False,False
10,8,-,10,-,,HYPH,punct,PUNCT,False,False,False,True
11,8,control,11,control,,NN,pobj,NOUN,False,True,False,False
12,8,",",12,",",,",",punct,PUNCT,False,False,False,True
13,8,requiring,13,require,,VBG,advcl,VERB,False,True,False,False
14,8,an,14,an,,DT,det,DET,True,True,False,False
15,8,IV,15,IV,,NNP,compound,PROPN,False,True,False,False
16,8,Dilaudid,16,Dilaudid,,NNP,compound,PROPN,False,True,False,False
17,8,PCA,17,PCA,,NNP,dobj,PROPN,False,True,False,False
18,8,and,18,and,,CC,cc,CCONJ,True,True,False,False
19,8,bolus,19,bolus,,NN,compound,NOUN,False,True,False,False
20,8,doses,20,dose,,NNS,conj,NOUN,False,True,False,False
21,8,of,21,of,,IN,prep,ADP,True,True,False,False
22,8,IV,22,IV,GPE,NNP,pobj,PROPN,False,True,False,False
23,8,dilaudid,23,dilaudid,,VBD,ccomp,VERB,False,True,False,False
24,8,for,24,for,,IN,prep,ADP,True,True,False,False
25,8,breakthrough,25,breakthrough,,NN,compound,NOUN,False,True,False,False
26,8,pain,26,pain,,NN,pobj,NOUN,False,True,False,False
27,8,.,27,.,,.,punct,PUNCT,False,False,False,True
0,9,",",0,",",,",",punct,PUNCT,False,False,False,True
1,9,After,1,after,,IN,mark,ADP,True,True,False,False
2,9,exchange,2,exchange,,NN,compound,NOUN,False,True,False,False
3,9,transfusion,3,transfusion,,NN,advcl,NOUN,False,True,False,False
4,9,the,4,the,,DT,det,DET,True,True,False,False
5,9,patient,5,patient,,NN,nsubj,NOUN,False,True,False,False
6,9,was,6,be,,VBD,ROOT,AUX,True,True,False,False
7,9,significantly,7,significantly,,RB,advmod,ADV,False,True,False,False
8,9,better,8,well,,RBR,advmod,ADV,False,True,False,False
9,9,controlled,9,control,,VBN,acomp,VERB,False,True,False,False
10,9,on,10,on,,IN,prep,ADP,True,True,False,False
11,9,the,11,the,,DT,det,DET,True,True,False,False
12,9,hydromorphone,12,hydromorphone,,NN,pobj,NOUN,False,True,False,False
13,9,PCA,13,PCA,ORG,NNP,appos,PROPN,False,True,False,False
14,9,and,14,and,,CC,cc,CCONJ,True,True,False,False
15,9,prn,15,prn,,VB,conj,VERB,False,True,False,False
16,9,IV,16,IV,GPE,NNP,compound,PROPN,False,True,False,False
17,9,hydromorphone,17,hydromorphone,,NN,dobj,NOUN,False,True,False,False
18,9,.,18,.,,.,punct,PUNCT,False,False,False,True
0,10,5,0,5,,CD,nummod,NUM,False,False,True,False
1,10,mg,1,mg,,RB,ROOT,ADV,False,True,False,False
2,10,as,2,as,,IN,prep,ADP,True,True,False,False
3,10,an,3,an,,DT,det,DET,True,True,False,False
4,10,outpatient,4,outpatient,,NN,pobj,NOUN,False,True,False,False
5,10,.,5,.,,.,punct,PUNCT,False,False,False,True
0,11,",",0,",",,",",punct,PUNCT,False,False,False,True
1,11,[,1,[,,XX,dep,X,False,False,False,True
2,11,*,2,*,,NFP,punct,PUNCT,False,False,False,True
3,11,*,3,*,,NFP,punct,PUNCT,False,False,False,True
4,11,2103,4,2103,CARDINAL,CD,npadvmod,NUM,False,False,True,False
5,11,-,5,-,CARDINAL,HYPH,punct,PUNCT,False,False,False,True
6,11,5,6,5,CARDINAL,CD,prep,NUM,False,False,True,False
7,11,-,7,-,,SYM,punct,SYM,False,False,False,True
8,11,21,8,21,,CD,prep,NUM,False,False,True,False
9,11,*,9,*,,NFP,punct,PUNCT,False,False,False,True
10,11,*,10,*,,NFP,punct,PUNCT,False,False,False,True
11,11,],11,],,-RRB-,punct,PUNCT,False,False,False,True
12,11,CXR,12,CXR,,NNP,dep,PROPN,False,True,False,False
13,11,:,13,:,,:,punct,PUNCT,False,False,False,True
14,11,The,14,the,,DT,det,DET,True,True,False,False
15,11,cardiac,15,cardiac,,NNP,amod,PROPN,False,True,False,False
16,11,silhouette,16,silhouette,,NNP,nsubj,PROPN,False,True,False,False
17,11,is,17,be,,VBZ,ROOT,AUX,True,True,False,False
18,11,upper,18,upper,,JJ,amod,ADJ,False,True,False,False
19,11,limits,19,limit,,NNS,attr,NOUN,False,True,False,False
20,11,of,20,of,,IN,prep,ADP,True,True,False,False
21,11,normal,21,normal,,JJ,pobj,ADJ,False,True,False,False
22,11,in,22,in,,IN,prep,ADP,True,True,False,False
23,11,size,23,size,,NN,pobj,NOUN,False,True,False,False
24,11,and,24,and,,CC,cc,CCONJ,True,True,False,False
25,11,there,25,there,,EX,expl,PRON,True,True,False,False
26,11,is,26,be,,VBZ,conj,VERB,True,True,False,False
27,11,slight,27,slight,,JJ,amod,ADJ,False,True,False,False
28,11,increase,28,increase,,NN,attr,NOUN,False,True,False,False
29,11,in,29,in,,IN,prep,ADP,True,True,False,False
30,11,pulmonary,30,pulmonary,,JJ,amod,ADJ,False,True,False,False
31,11,vascularity,31,vascularity,,NN,pobj,NOUN,False,True,False,False
32,11,",",32,",",,",",punct,PUNCT,False,False,False,True
33,11,consistent,33,consistent,,JJ,amod,ADJ,False,True,False,False
34,11,with,34,with,,IN,prep,ADP,True,True,False,False
35,11,the,35,the,,DT,det,DET,True,True,False,False
36,11,patient,36,patient,,NN,poss,NOUN,False,True,False,False
37,11,'s,37,'s,,POS,case,PART,True,False,False,False
38,11,known,38,know,,VBN,amod,VERB,False,True,False,False
39,11,[,39,[,,-LRB-,nmod,PUNCT,False,False,False,True
40,11,*,40,*,,NFP,punct,PUNCT,False,False,False,True
41,11,*,41,*,,NFP,punct,PUNCT,False,False,False,True
42,11,Year,42,year,DATE,NN,nmod,NOUN,False,True,False,False
43,11,/,43,/,DATE,SYM,punct,SYM,False,False,False,True
44,11,Month,44,Month,DATE,NNP,nmod,PROPN,False,True,False,False
45,11,/,45,/,DATE,SYM,punct,SYM,False,False,False,True
46,11,Day,46,Day,DATE,NNP,nmod,PROPN,False,True,False,False
47,11,14165,47,14165,DATE,CD,nummod,NUM,False,False,True,False
48,11,*,48,*,,NFP,punct,PUNCT,False,False,False,True
49,11,*,49,*,,NFP,punct,PUNCT,False,False,False,True
50,11,],50,],,-RRB-,punct,PUNCT,False,False,False,True
51,11,cell,51,cell,,NN,compound,NOUN,False,True,False,False
52,11,status,52,status,,NN,pobj,NOUN,False,True,False,False
53,11,.,53,.,,.,punct,PUNCT,False,False,False,True
0,12,",",0,",",,",",punct,PUNCT,False,False,False,True
1,12,She,1,she,,PRP,nsubj,PRON,True,True,False,False
2,12,will,2,will,,MD,aux,AUX,True,True,False,False
3,12,complete,3,complete,,VB,ROOT,VERB,False,True,False,False
4,12,her,4,her,,PRP$,poss,PRON,True,True,False,False
5,12,course,5,course,,NN,dobj,NOUN,False,True,False,False
6,12,as,6,as,,IN,prep,ADP,True,True,False,False
7,12,an,7,an,,DT,det,DET,True,True,False,False
8,12,out,8,out,,JJ,amod,ADJ,True,True,False,False
9,12,-,9,-,,HYPH,punct,PUNCT,False,False,False,True
10,12,patient,10,patient,,JJ,amod,ADJ,False,True,False,False
11,12,(,11,(,,-LRB-,punct,PUNCT,False,False,False,True
12,12,last,12,last,,JJ,amod,ADJ,True,True,False,False
13,12,doses,13,dose,,NNS,pobj,NOUN,False,True,False,False
14,12,on,14,on,,IN,prep,ADP,True,True,False,False
15,12,[,15,[,,-LRB-,punct,PUNCT,False,False,False,True
16,12,*,16,*,,NFP,punct,PUNCT,False,False,False,True
17,12,*,17,*,,NFP,punct,PUNCT,False,False,False,True
18,12,2103,18,2103,CARDINAL,CD,npadvmod,NUM,False,False,True,False
19,12,-,19,-,CARDINAL,SYM,punct,SYM,False,False,False,True
20,12,5,20,5,CARDINAL,CD,prep,NUM,False,False,True,False
21,12,-,21,-,CARDINAL,HYPH,punct,PUNCT,False,False,False,True
22,12,28,22,28,CARDINAL,CD,prep,NUM,False,False,True,False
23,12,*,23,*,,NFP,punct,PUNCT,False,False,False,True
24,12,*,24,*,,NFP,pobj,PUNCT,False,False,False,True
25,12,],25,],,-RRB-,punct,PUNCT,False,False,False,True
26,12,),26,),,-RRB-,punct,PUNCT,False,False,False,True
27,12,.,27,.,,.,punct,PUNCT,False,False,False,True
0,13,",",0,",",,",",punct,PUNCT,False,False,False,True
1,13,Able,1,able,,JJ,ROOT,ADJ,False,True,False,False
2,13,to,2,to,,TO,aux,PART,True,True,False,False
3,13,convince,3,convince,,VB,xcomp,VERB,False,True,False,False
4,13,pt,4,pt,,NNP,dobj,PROPN,False,True,False,False
5,13,to,5,to,,TO,aux,PART,True,True,False,False
6,13,try,6,try,,VB,xcomp,VERB,False,True,False,False
7,13,NC,7,NC,GPE,NNP,dobj,PROPN,False,True,False,False
8,13,after,8,after,,IN,prep,ADP,True,True,False,False
9,13,much,9,much,,JJ,amod,ADJ,True,True,False,False
10,13,resistance,10,resistance,,NN,pobj,NOUN,False,True,False,False
11,13,from,11,from,,IN,prep,ADP,True,True,False,False
12,13,"patient(""my",12,"patient(""my",,NNP,compound,PROPN,False,False,False,False
13,13,nose,13,nose,,NN,compound,NOUN,False,True,False,False
14,13,hurts,14,hurt,,NNS,pobj,NOUN,False,True,False,False
15,13,"""",15,"""",,'',punct,PUNCT,False,False,False,True
16,13,),16,),,-RRB-,punct,PUNCT,False,False,False,True
17,13,.,17,.,,.,punct,PUNCT,False,False,False,True
0,14,",",0,",",,",",punct,PUNCT,False,False,False,True
1,14,Awaiting,1,await,,VBG,ROOT,VERB,False,True,False,False
2,14,prbc,2,prbc,,NN,dobj,NOUN,False,True,False,False
3,14,of,3,of,,IN,prep,ADP,True,True,False,False
4,14,closer,4,close,,JJR,amod,ADJ,False,True,False,False
5,14,match,5,match,,NN,pobj,NOUN,False,True,False,False
6,14,to,6,to,,IN,prep,ADP,True,True,False,False
7,14,patient,7,patient,,NN,amod,NOUN,False,True,False,False
8,14,-,8,-,,HYPH,punct,PUNCT,False,False,False,True
9,14,unavailable,9,unavailable,,JJ,amod,ADJ,False,True,False,False
10,14,at,10,at,,IN,prep,ADP,True,True,False,False
11,14,this,11,this,,DT,det,DET,True,True,False,False
12,14,time,12,time,,NN,pobj,NOUN,False,True,False,False
13,14,.,13,.,,.,punct,PUNCT,False,False,False,True
0,15,",",0,",",,",",punct,PUNCT,False,False,False,True
1,15,NPN,1,NPN,ORG,NNP,ROOT,PROPN,False,True,False,False
2,15,07:00,2,07:00,TIME,CD,compound,NUM,False,False,False,False
3,15,-,3,-,TIME,HYPH,punct,PUNCT,False,False,False,True
4,15,19:00,4,19:00,TIME,CD,nummod,NUM,False,False,False,False
5,15,MICU,5,MICU,,NNP,appos,PROPN,False,True,False,False
6,15,*,6,*,,NFP,punct,PUNCT,False,False,False,True
7,15,Please,7,please,,UH,intj,INTJ,True,True,False,False
8,15,refer,8,refer,,VB,ROOT,VERB,False,True,False,False
9,15,to,9,to,,IN,prep,ADP,True,True,False,False
10,15,Carevue,10,Carevue,,NNP,pobj,PROPN,False,True,False,False
11,15,for,11,for,,IN,prep,ADP,True,True,False,False
12,15,patient,12,patient,,JJ,amod,ADJ,False,True,False,False
13,15,data,13,datum,,NNS,pobj,NOUN,False,True,False,False
14,15,*,14,*,,NFP,punct,PUNCT,False,False,False,True
15,15,Full,15,full,,JJ,compound,ADJ,True,True,False,False
16,15,Code,16,Code,,NNP,compound,PROPN,False,True,False,False
17,15,ROS,17,ROS,,NNP,npadvmod,PROPN,False,True,False,False
18,15,:,18,:,,:,punct,PUNCT,False,False,False,True
19,15,Neuro,19,Neuro,,NNP,dep,PROPN,False,True,False,False
20,15,:,20,:,,:,punct,PUNCT,False,False,False,True
21,15,A,21,a,,NN,nmod,NOUN,True,True,False,False
22,15,/,22,/,,SYM,punct,SYM,False,False,False,True
23,15,O,23,o,,NN,nmod,NOUN,False,True,False,False
24,15,x3,24,x3,,NN,amod,NOUN,False,False,False,False
25,15,",",25,",",,",",punct,PUNCT,False,False,False,True
26,15,oob,26,oob,,UH,appos,INTJ,False,True,False,False
27,15,",",27,",",,",",punct,PUNCT,False,False,False,True
28,15,steady,28,steady,,JJ,amod,ADJ,False,True,False,False
29,15,on,29,on,,IN,prep,ADP,True,True,False,False
30,15,feet,30,foot,,NNS,pobj,NOUN,False,True,False,False
31,15,.,31,.,,.,punct,PUNCT,False,False,False,True
0,16, ,0, ,,_SP,dep,SPACE,False,False,False,False
1,16,*,1,*,,NFP,punct,PUNCT,False,False,False,True
2,16,",",2,",",,",",punct,PUNCT,False,False,False,True
3,16,Benadryl,3,Benadryl,GPE,NNP,nsubj,PROPN,False,True,False,False
4,16,given,4,give,,VBN,ROOT,VERB,False,True,False,False
5,16,prior,5,prior,,RB,advmod,ADV,False,True,False,False
6,16,to,6,to,,IN,prep,ADP,True,True,False,False
7,16,receiving,7,receive,,VBG,pcomp,VERB,False,True,False,False
8,16,Dilaudid,8,Dilaudid,,NNP,dobj,PROPN,False,True,False,False
9,16,[,9,[,,-LRB-,punct,PUNCT,False,False,False,True
10,16,*,10,*,,NFP,punct,PUNCT,False,False,False,True
11,16,*,11,*,,NFP,punct,PUNCT,False,False,False,True
12,16,3,12,3,TIME,CD,dobj,NUM,False,False,True,False
13,16,-,13,-,TIME,SYM,punct,SYM,False,False,False,True
14,16,21,14,21,TIME,CD,prep,NUM,False,False,True,False
15,16,*,15,*,,NFP,punct,PUNCT,False,False,False,True
16,16,*,16,*,,NFP,punct,PUNCT,False,False,False,True
17,16,],17,],,-RRB-,punct,PUNCT,False,False,False,True
18,16,to,18,to,,IN,prep,ADP,True,True,False,False
19,16,c,19,c,,NN,pobj,NOUN,False,True,False,False
20,16,/,20,/,,SYM,punct,SYM,False,False,False,True
21,16,o,21,o,,UH,nsubj,INTJ,False,True,False,False
22,16,of,22,of,,IN,prep,ADP,True,True,False,False
23,16,^,23,^,,NNS,pobj,NOUN,False,False,False,False
24,16,increase,24,increase,,VB,advcl,VERB,False,True,False,False
25,16,itchiness,25,itchiness,,NN,dobj,NOUN,False,True,False,False
26,16,when,26,when,,WRB,advmod,ADV,True,True,False,False
27,16,getting,27,get,,VBG,advcl,VERB,False,True,False,False
28,16,pain,28,pain,,NN,compound,NOUN,False,True,False,False
29,16,medication,29,medication,,NN,dobj,NOUN,False,True,False,False
30,16,;,30,;,,:,punct,PUNCT,False,False,False,True
31,16,Benadryl,31,Benadryl,PERSON,NNP,nsubj,PROPN,False,True,False,False
32,16,working,32,work,,VBG,conj,VERB,False,True,False,False
33,16,well,33,well,,RB,advmod,ADV,True,True,False,False
34,16,;,34,;,,:,punct,PUNCT,False,False,False,True
35,16,patient,35,patient,,JJ,amod,ADJ,False,True,False,False
36,16,allergic,36,allergic,,JJ,conj,ADJ,False,True,False,False
